Web Link (opens in new window),URN,LAESTAB,School name,Ofsted phase,Type of education,School open date,Admissions policy,Sixth form,Designated religious character,Religious ethos,Faith grouping,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,Multi-academy trust UID,Multi-academy trust name,Academy sponsor UID,Academy sponsor name,The income deprivation affecting children index (IDACI) quintile,Total number of pupils,Statutory lowest age,Statutory highest age,Inspection number of latest full inspection,Inspection type,Inspection type grouping,Event type grouping,Inspection start date,Publication date,Does the latest full inspection relate to the URN of the current school?,URN at time of latest full inspection,LAESTAB at time of latest full inspection,School name at time of latest full inspection,School type at time of latest full inspection,Category of concern,Safeguarding standards,Safeguarding standards - date of judgement,Inclusion,Inclusion - date of judgement,Curriculum and teaching,Curriculum and teaching - date of judgement,Achievement,Achievement - date of judgement,Attendance and behaviour,Attendance and behaviour - date of judgement,Personal development and wellbeing,Personal development and wellbeing - date of judgement,Early years (where applicable),Early years - date of judgement,Post-16 provision (where applicable),Post-16 provision - date of judgement,Leadership and governance,Leadership and governance - date of judgement,Inspection number of latest OEIF graded inspection,Inspection type of latest OEIF graded inspection,Inspection type grouping of latest OEIF graded inspection,Event type grouping of latest OEIF graded inspection,Inspection start date of latest OEIF graded inspection,Publication date of latest OEIF graded inspection,Does the latest OEIF graded inspection relate to the URN of the current school?,URN at time of latest OEIF graded inspection,LAESTAB at time of latest OEIF graded inspection,School name at time of latest OEIF graded inspection,School type at time of latest OEIF graded inspection,Latest OEIF category of concern,Latest OEIF overall effectiveness,Latest OEIF quality of education,Latest OEIF behaviour and attitudes,Latest OEIF personal development,Latest OEIF effectiveness of leadership and management,Latest OEIF  safeguarding is effective?,Latest OEIF early years provision (where applicable),Latest OEIF sixth form provision (where applicable),Latest ungraded inspection number,Date of latest ungraded inspection,Ungraded inspection publication date,Does the ungraded inspection relate to the URN of the current school?,URN at time of the ungraded inspection,LAESTAB at time of the ungraded inspection,School name at time of the ungraded inspection,School type at time of the ungraded inspection,Ungraded inspection overall outcome,Most recent category of concern
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/108018,108018,3833364,Rothwell St Mary's RC Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Wakefield and Rothwell,LS26 0BJ,NULL,NULL,NULL,NULL,3,210,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10322949,S5 Inspection,S5 Inspection,Schools - S5,19/03/2024,08/05/2024,Yes,108018,3833364,Rothwell St Mary's RC Primary School,Voluntary Aided School,,1,1,1,1,1,Yes,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/108020,108020,3833366,"St Joseph's Catholic Primary School, Wetherby",Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Wetherby and Easingwold,LS22 6PR,NULL,NULL,NULL,NULL,1,234,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10346220,S5 Inspection,S5 Inspection,Schools - S5,18/03/2025,12/05/2025,Yes,108020,3833366,"St Joseph's Catholic Primary School, Wetherby",Voluntary Aided School,,Not judged,2,2,1,2,Yes,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/108021,108021,3833367,"St Anthony's Catholic Primary School, Beeston",Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS11 7JS,NULL,NULL,NULL,NULL,4,216,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10289960,S5 Inspection,S5 Inspection,Schools - S5,22/11/2023,05/03/2024,Yes,108021,3833367,"St Anthony's Catholic Primary School, Beeston",Voluntary Aided School,,1,1,1,1,1,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/108024,108024,3833370,Corpus Christi Catholic Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS9 0HA,NULL,NULL,NULL,NULL,5,275,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10200734,S5 Inspection,S5 Inspection,Schools - S5,07/06/2022,24/07/2022,Yes,108024,3833370,Corpus Christi Catholic Primary School,Voluntary Aided School,,2,2,1,2,2,Yes,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/108026,108026,3833372,Holy Family Catholic Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds West and Pudsey,LS12 2LH,NULL,NULL,NULL,NULL,5,235,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10211311,11/02/2022,31/03/2022,Yes,108026,3833372,Holy Family Catholic Primary School,Voluntary Aided School,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/108028,108028,3833374,"St Joseph's Catholic Primary School, Hunslet",Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS10 2AD,NULL,NULL,NULL,NULL,5,206,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10289961,19/10/2023,04/12/2023,Yes,108028,3833374,"St Joseph's Catholic Primary School, Hunslet",Voluntary Aided School,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/108029,108029,3833375,St Nicholas Catholic Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS9 6QY,NULL,NULL,NULL,NULL,5,316,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10242445,S5 Inspection,S5 Inspection,Schools - S5,08/11/2022,15/12/2022,Yes,108029,3833375,St Nicholas Catholic Primary School,Voluntary Aided School,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/108030,108030,3833376,Our Lady of Good Counsel Catholic Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS14 1EP,NULL,NULL,NULL,NULL,5,224,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10289962,04/10/2023,15/11/2023,Yes,108030,3833376,Our Lady of Good Counsel Catholic Primary School,Voluntary Aided School,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/108033,108033,3833379,St Philip's Catholic Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS10 3SL,NULL,NULL,NULL,NULL,5,228,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10289963,S5 Inspection,S5 Inspection,Schools - S5,15/11/2023,21/12/2023,Yes,108033,3833379,St Philip's Catholic Primary School,Voluntary Aided School,,2,2,2,2,2,Yes,2,9,10227107,15/07/2022,02/10/2022,Yes,108033,3833379,St Philip's Catholic Primary School,Voluntary Aided School,School remains Good (Concerns) - S5 Next,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/108036,108036,3833382,St Patrick Catholic Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS9 7QL,NULL,NULL,NULL,NULL,5,205,5,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10297240,27/03/2024,20/05/2024,Yes,108036,3833382,St Patrick Catholic Primary School,Voluntary Aided School,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/108039,108039,3833385,St Theresa's Catholic Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS15 8RQ,NULL,NULL,NULL,NULL,4,479,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10226887,15/06/2022,21/09/2022,Yes,108039,3833385,St Theresa's Catholic Primary School,Voluntary Aided School,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/108041,108041,3833902,Adel St John the Baptist Church of England Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS16 8EX,NULL,NULL,NULL,NULL,1,202,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10370352,S5 Inspection,S5 Inspection,Schools - S5,18/03/2025,13/05/2025,Yes,108041,3833902,Adel St John the Baptist Church of England Primary School,Voluntary Aided School,,Not judged,2,2,2,2,Yes,2,9,10110795,30/01/2020,13/02/2020,Yes,108041,3833902,Adel St John the Baptist Church of England Primary School,Voluntary Aided School,School remains Good,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/108042,108042,3833903,Cookridge Holy Trinity Church of England Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS16 7EZ,NULL,NULL,NULL,NULL,1,399,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10282717,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,17/05/2023,06/07/2023,Yes,108042,3833903,Cookridge Holy Trinity Church of England Primary School,Voluntary Aided School,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/108043,108043,3833904,Kirkstall St Stephen's Church of England (VA) Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central and Headingley,LS5 3JD,NULL,NULL,NULL,NULL,5,205,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10297241,12/10/2023,28/11/2023,Yes,108043,3833904,Kirkstall St Stephen's Church of England (VA) Primary School,Voluntary Aided School,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/108046,108046,3833907,Meanwood Church of England Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS6 4LD,NULL,NULL,NULL,NULL,2,214,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10322950,S5 Inspection,S5 Inspection,Schools - S5,18/06/2024,09/09/2024,Yes,108046,3833907,Meanwood Church of England Primary School,Voluntary Aided School,,2,2,2,1,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/108048,108048,3833909,All Saint's Richmond Hill Church of England Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS9 9AD,NULL,NULL,NULL,NULL,5,250,2,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10269233,12/07/2023,19/09/2023,Yes,108048,3833909,All Saint's Richmond Hill Church of England Primary School,Voluntary Aided School,School remains Good,NULL
